"ID";"EigenaarBewoner";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldeHypotheekschuldEigenWoning_2";"GemiddeldeWaardeEigenWoning_3";"GemiddeldBrutoInkomen_4";"GemiddeldBesteedbaarInkomen_5";"HypotheekschuldWoningwaarde_6";"HypotheekschuldBrutoInkomen_7";"HypotheekschuldBesteedbaarInkomen_8";"GeenSchuld_9";"k_0Tot07_10";"k_07Tot08_11";"k_08Tot09_12";"k_09Tot10_13";"k_1OfHoger_14";"GeenSchuld_15";"k_0Tot2_16";"k_2Tot4_17";"k_4OfHoger_18";"GeenSchuld_19";"k_0Tot35_20";"k_35Tot7_21";"k_7OfHoger_22"
"2393";"A050413";"1020890";"2015JJ00";"    28.1";"     0.0";"   215.0";"    30.1";"    23.3";"    0.00";"     0.0";"     0.0";"    28.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    28.1";"     0.0";"     0.0";"     0.0";"    28.1";"     0.0";"     0.0";"     0.0"
"2394";"A050413";"1020890";"2016JJ00";"    34.9";"     0.0";"   226.7";"    30.1";"    23.5";"    0.00";"     0.0";"     0.0";"    34.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    34.9";"     0.0";"     0.0";"     0.0";"    34.9";"     0.0";"     0.0";"     0.0"
"2395";"A050413";"1020890";"2017JJ00";"    38.1";"     0.0";"   244.1";"    30.8";"    23.8";"    0.00";"     0.0";"     0.0";"    38.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    38.1";"     0.0";"     0.0";"     0.0";"    38.1";"     0.0";"     0.0";"     0.0"
"2396";"A050413";"1020890";"2018JJ00";"    41.2";"     0.0";"   261.5";"    31.6";"    24.6";"    0.00";"     0.0";"     0.0";"    41.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    41.2";"     0.0";"     0.0";"     0.0";"    41.2";"     0.0";"     0.0";"     0.0"
"2397";"A050413";"1020890";"2019JJ00";"    44.2";"     0.0";"   278.8";"    32.1";"    25.5";"    0.00";"     0.0";"     0.0";"    44.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    44.2";"     0.0";"     0.0";"     0.0";"    44.2";"     0.0";"     0.0";"     0.0"
"2398";"A050413";"1020890";"2020JJ00";"    48.8";"     0.0";"   297.8";"    33.3";"    26.6";"    0.00";"     0.0";"     0.0";"    48.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    48.8";"     0.0";"     0.0";"     0.0";"    48.8";"     0.0";"     0.0";"     0.0"
"2399";"A050413";"1020890";"2021JJ00";"    52.3";"     0.0";"   325.6";"    33.9";"    27.2";"    0.00";"     0.0";"     0.0";"    52.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    52.3";"     0.0";"     0.0";"     0.0";"    52.3";"     0.0";"     0.0";"     0.0"
"2400";"A050413";"1020900";"2006JJ00";"    49.8";"     0.0";"   251.2";"       .";"       .";"    0.00";"       .";"       .";"    49.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2401";"A050413";"1020900";"2007JJ00";"    49.3";"     0.0";"   268.8";"       .";"       .";"    0.00";"       .";"       .";"    49.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2402";"A050413";"1020900";"2008JJ00";"    50.4";"     0.0";"   280.2";"       .";"       .";"    0.00";"       .";"       .";"    50.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2403";"A050413";"1020900";"2009JJ00";"    57.9";"     0.0";"   273.6";"       .";"       .";"    0.00";"       .";"       .";"    57.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2404";"A050413";"1020900";"2010JJ00";"    60.1";"     0.0";"   257.5";"       .";"       .";"    0.00";"       .";"       .";"    60.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2405";"A050413";"1020900";"2011JJ00";"    67.2";"     0.0";"   246.8";"    30.3";"    24.3";"    0.00";"     0.0";"     0.0";"    67.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    67.2";"     0.0";"     0.0";"     0.0";"    67.2";"     0.0";"     0.0";"     0.0"
"2406";"A050413";"1020900";"2012JJ00";"    60.4";"     0.0";"   234.8";"    29.8";"    24.3";"    0.00";"     0.0";"     0.0";"    60.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    60.4";"     0.0";"     0.0";"     0.0";"    60.4";"     0.0";"     0.0";"     0.0"
"2407";"A050413";"1020900";"2013JJ00";"    59.4";"     0.0";"   210.3";"    30.0";"    24.4";"    0.00";"     0.0";"     0.0";"    59.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    59.4";"     0.0";"     0.0";"     0.0";"    59.4";"     0.0";"     0.0";"     0.0"
"2408";"A050413";"1020900";"2014JJ00";"    65.5";"     0.0";"   209.8";"    30.8";"    25.0";"    0.00";"     0.0";"     0.0";"    65.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    65.5";"     0.0";"     0.0";"     0.0";"    65.5";"     0.0";"     0.0";"     0.0"
"2409";"A050413";"1020900";"2015JJ00";"    71.6";"     0.0";"   214.2";"    31.4";"    25.4";"    0.00";"     0.0";"     0.0";"    71.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    71.6";"     0.0";"     0.0";"     0.0";"    71.6";"     0.0";"     0.0";"     0.0"
"2410";"A050413";"1020900";"2016JJ00";"    78.3";"     0.0";"   223.8";"    32.1";"    26.0";"    0.00";"     0.0";"     0.0";"    78.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    78.3";"     0.0";"     0.0";"     0.0";"    78.3";"     0.0";"     0.0";"     0.0"
"2411";"A050413";"1020900";"2017JJ00";"    80.2";"     0.0";"   238.1";"    33.1";"    26.6";"    0.00";"     0.0";"     0.0";"    80.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    80.2";"     0.0";"     0.0";"     0.0";"    80.2";"     0.0";"     0.0";"     0.0"
"2412";"A050413";"1020900";"2018JJ00";"    83.5";"     0.0";"   255.5";"    34.3";"    27.6";"    0.00";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0"
"2413";"A050413";"1020900";"2019JJ00";"    86.5";"     0.0";"   275.9";"    35.6";"    28.9";"    0.00";"     0.0";"     0.0";"    86.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    86.5";"     0.0";"     0.0";"     0.0";"    86.5";"     0.0";"     0.0";"     0.0"
"2414";"A050413";"1020900";"2020JJ00";"    90.9";"     0.0";"   294.8";"    37.1";"    30.0";"    0.00";"     0.0";"     0.0";"    90.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    90.9";"     0.0";"     0.0";"     0.0";"    90.9";"     0.0";"     0.0";"     0.0"
"2415";"A050413";"1020900";"2021JJ00";"    91.8";"     0.0";"   325.7";"    38.4";"    31.1";"    0.00";"     0.0";"     0.0";"    91.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    91.8";"     0.0";"     0.0";"     0.0";"    91.8";"     0.0";"     0.0";"     0.0"
"2416";"A050413";"1020910";"2006JJ00";"    50.6";"     0.0";"   254.9";"       .";"       .";"    0.00";"       .";"       .";"    50.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2417";"A050413";"1020910";"2007JJ00";"    50.2";"     0.0";"   274.8";"       .";"       .";"    0.00";"       .";"       .";"    50.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2418";"A050413";"1020910";"2008JJ00";"    51.5";"     0.0";"   286.4";"       .";"       .";"    0.00";"       .";"       .";"    51.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2419";"A050413";"1020910";"2009JJ00";"    59.7";"     0.0";"   278.8";"       .";"       .";"    0.00";"       .";"       .";"    59.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2420";"A050413";"1020910";"2010JJ00";"    63.6";"     0.0";"   263.1";"       .";"       .";"    0.00";"       .";"       .";"    63.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2421";"A050413";"1020910";"2011JJ00";"    76.6";"     0.0";"   258.6";"    35.8";"    27.7";"    0.00";"     0.0";"     0.0";"    76.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    76.6";"     0.0";"     0.0";"     0.0";"    76.6";"     0.0";"     0.0";"     0.0"
"2422";"A050413";"1020910";"2012JJ00";"    73.3";"     0.0";"   246.7";"    34.9";"    27.7";"    0.00";"     0.0";"     0.0";"    73.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    73.3";"     0.0";"     0.0";"     0.0";"    73.3";"     0.0";"     0.0";"     0.0"
"2423";"A050413";"1020910";"2013JJ00";"    78.9";"     0.0";"   222.0";"    34.9";"    27.7";"    0.00";"     0.0";"     0.0";"    78.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    78.9";"     0.0";"     0.0";"     0.0";"    78.9";"     0.0";"     0.0";"     0.0"
"2424";"A050413";"1020910";"2014JJ00";"    85.5";"     0.0";"   220.8";"    36.1";"    28.5";"    0.00";"     0.0";"     0.0";"    85.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    85.5";"     0.0";"     0.0";"     0.0";"    85.5";"     0.0";"     0.0";"     0.0"
"2425";"A050413";"1020910";"2015JJ00";"    94.2";"     0.0";"   224.2";"    36.7";"    28.9";"    0.00";"     0.0";"     0.0";"    94.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    94.2";"     0.0";"     0.0";"     0.0";"    94.2";"     0.0";"     0.0";"     0.0"
"2426";"A050413";"1020910";"2016JJ00";"    93.5";"     0.0";"   234.1";"    38.0";"    29.8";"    0.00";"     0.0";"     0.0";"    93.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    93.5";"     0.0";"     0.0";"     0.0";"    93.5";"     0.0";"     0.0";"     0.0"
"2427";"A050413";"1020910";"2017JJ00";"    94.6";"     0.0";"   248.4";"    39.3";"    30.5";"    0.00";"     0.0";"     0.0";"    94.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    94.6";"     0.0";"     0.0";"     0.0";"    94.6";"     0.0";"     0.0";"     0.0"
"2428";"A050413";"1020910";"2018JJ00";"    95.4";"     0.0";"   266.7";"    40.7";"    31.4";"    0.00";"     0.0";"     0.0";"    95.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    95.4";"     0.0";"     0.0";"     0.0";"    95.4";"     0.0";"     0.0";"     0.0"
"2429";"A050413";"1020910";"2019JJ00";"    94.7";"     0.0";"   287.9";"    42.2";"    32.8";"    0.00";"     0.0";"     0.0";"    94.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    94.7";"     0.0";"     0.0";"     0.0";"    94.7";"     0.0";"     0.0";"     0.0"
"2430";"A050413";"1020910";"2020JJ00";"    97.3";"     0.0";"   308.9";"    44.1";"    34.2";"    0.00";"     0.0";"     0.0";"    97.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    97.3";"     0.0";"     0.0";"     0.0";"    97.3";"     0.0";"     0.0";"     0.0"
"2431";"A050413";"1020910";"2021JJ00";"    95.5";"     0.0";"   340.7";"    45.7";"    35.4";"    0.00";"     0.0";"     0.0";"    95.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    95.5";"     0.0";"     0.0";"     0.0";"    95.5";"     0.0";"     0.0";"     0.0"
"2432";"A050413";"1020920";"2006JJ00";"    51.4";"     0.0";"   260.8";"       .";"       .";"    0.00";"       .";"       .";"    51.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2433";"A050413";"1020920";"2007JJ00";"    51.5";"     0.0";"   280.4";"       .";"       .";"    0.00";"       .";"       .";"    51.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2434";"A050413";"1020920";"2008JJ00";"    52.1";"     0.0";"   292.7";"       .";"       .";"    0.00";"       .";"       .";"    52.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2435";"A050413";"1020920";"2009JJ00";"    62.1";"     0.0";"   286.9";"       .";"       .";"    0.00";"       .";"       .";"    62.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2436";"A050413";"1020920";"2010JJ00";"    64.9";"     0.0";"   269.6";"       .";"       .";"    0.00";"       .";"       .";"    64.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2437";"A050413";"1020920";"2011JJ00";"    75.3";"     0.0";"   265.3";"    43.3";"    31.7";"    0.00";"     0.0";"     0.0";"    75.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    75.3";"     0.0";"     0.0";"     0.0";"    75.3";"     0.0";"     0.0";"     0.0"
"2438";"A050413";"1020920";"2012JJ00";"    72.2";"     0.0";"   254.7";"    42.0";"    31.7";"    0.00";"     0.0";"     0.0";"    72.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    72.2";"     0.0";"     0.0";"     0.0";"    72.2";"     0.0";"     0.0";"     0.0"
"2439";"A050413";"1020920";"2013JJ00";"    75.1";"     0.0";"   230.8";"    42.2";"    31.6";"    0.00";"     0.0";"     0.0";"    75.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    75.1";"     0.0";"     0.0";"     0.0";"    75.1";"     0.0";"     0.0";"     0.0"
"2440";"A050413";"1020920";"2014JJ00";"    80.1";"     0.0";"   230.3";"    43.7";"    32.7";"    0.00";"     0.0";"     0.0";"    80.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    80.1";"     0.0";"     0.0";"     0.0";"    80.1";"     0.0";"     0.0";"     0.0"
"2441";"A050413";"1020920";"2015JJ00";"    87.7";"     0.0";"   233.6";"    44.6";"    33.2";"    0.00";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0"
"2442";"A050413";"1020920";"2016JJ00";"    84.6";"     0.0";"   245.9";"    46.5";"    34.4";"    0.00";"     0.0";"     0.0";"    84.6";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    84.6";"     0.0";"     0.0";"     0.0";"    84.6";"     0.0";"     0.0";"     0.0"
"2443";"A050413";"1020920";"2017JJ00";"    85.4";"     0.0";"   260.7";"    48.0";"    35.1";"    0.00";"     0.0";"     0.0";"    85.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    85.4";"     0.0";"     0.0";"     0.0";"    85.4";"     0.0";"     0.0";"     0.0"
"2444";"A050413";"1020920";"2018JJ00";"    87.0";"     0.0";"   280.7";"    49.5";"    36.2";"    0.00";"     0.0";"     0.0";"    87.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    87.0";"     0.0";"     0.0";"     0.0";"    87.0";"     0.0";"     0.0";"     0.0"
"2445";"A050413";"1020920";"2019JJ00";"    85.8";"     0.0";"   304.6";"    51.5";"    37.9";"    0.00";"     0.0";"     0.0";"    85.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    85.8";"     0.0";"     0.0";"     0.0";"    85.8";"     0.0";"     0.0";"     0.0"
"2446";"A050413";"1020920";"2020JJ00";"    88.2";"     0.0";"   326.9";"    53.8";"    39.6";"    0.00";"     0.0";"     0.0";"    88.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    88.2";"     0.0";"     0.0";"     0.0";"    88.2";"     0.0";"     0.0";"     0.0"
"2447";"A050413";"1020920";"2021JJ00";"    88.4";"     0.0";"   360.7";"    55.8";"    41.2";"    0.00";"     0.0";"     0.0";"    88.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    88.4";"     0.0";"     0.0";"     0.0";"    88.4";"     0.0";"     0.0";"     0.0"
"2448";"A050413";"1020930";"2006JJ00";"    53.3";"     0.0";"   269.0";"       .";"       .";"    0.00";"       .";"       .";"    53.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2449";"A050413";"1020930";"2007JJ00";"    54.3";"     0.0";"   291.1";"       .";"       .";"    0.00";"       .";"       .";"    54.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2450";"A050413";"1020930";"2008JJ00";"    55.5";"     0.0";"   305.0";"       .";"       .";"    0.00";"       .";"       .";"    55.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2451";"A050413";"1020930";"2009JJ00";"    66.8";"     0.0";"   298.4";"       .";"       .";"    0.00";"       .";"       .";"    66.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2452";"A050413";"1020930";"2010JJ00";"    68.9";"     0.0";"   281.5";"       .";"       .";"    0.00";"       .";"       .";"    68.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2453";"A050413";"1020930";"2011JJ00";"    76.9";"     0.0";"   275.9";"    51.9";"    36.4";"    0.00";"     0.0";"     0.0";"    76.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    76.9";"     0.0";"     0.0";"     0.0";"    76.9";"     0.0";"     0.0";"     0.0"
"2454";"A050413";"1020930";"2012JJ00";"    73.8";"     0.0";"   265.4";"    50.7";"    36.4";"    0.00";"     0.0";"     0.0";"    73.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    73.8";"     0.0";"     0.0";"     0.0";"    73.8";"     0.0";"     0.0";"     0.0"
"2455";"A050413";"1020930";"2013JJ00";"    73.9";"     0.0";"   241.4";"    51.2";"    36.5";"    0.00";"     0.0";"     0.0";"    73.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    73.9";"     0.0";"     0.0";"     0.0";"    73.9";"     0.0";"     0.0";"     0.0"
"2456";"A050413";"1020930";"2014JJ00";"    78.5";"     0.0";"   240.3";"    53.2";"    37.8";"    0.00";"     0.0";"     0.0";"    78.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    78.5";"     0.0";"     0.0";"     0.0";"    78.5";"     0.0";"     0.0";"     0.0"
"2457";"A050413";"1020930";"2015JJ00";"    86.7";"     0.0";"   244.8";"    54.2";"    38.4";"    0.00";"     0.0";"     0.0";"    86.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    86.7";"     0.0";"     0.0";"     0.0";"    86.7";"     0.0";"     0.0";"     0.0"
"2458";"A050413";"1020930";"2016JJ00";"    85.2";"     0.0";"   256.1";"    56.1";"    39.7";"    0.00";"     0.0";"     0.0";"    85.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    85.2";"     0.0";"     0.0";"     0.0";"    85.2";"     0.0";"     0.0";"     0.0"
"2459";"A050413";"1020930";"2017JJ00";"    86.8";"     0.0";"   272.9";"    57.9";"    40.6";"    0.00";"     0.0";"     0.0";"    86.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    86.8";"     0.0";"     0.0";"     0.0";"    86.8";"     0.0";"     0.0";"     0.0"
"2460";"A050413";"1020930";"2018JJ00";"    88.7";"     0.0";"   295.3";"    59.6";"    41.6";"    0.00";"     0.0";"     0.0";"    88.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    88.7";"     0.0";"     0.0";"     0.0";"    88.7";"     0.0";"     0.0";"     0.0"
"2461";"A050413";"1020930";"2019JJ00";"    87.7";"     0.0";"   321.4";"    61.8";"    43.6";"    0.00";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0";"    87.7";"     0.0";"     0.0";"     0.0"
"2462";"A050413";"1020930";"2020JJ00";"    90.3";"     0.0";"   344.6";"    64.3";"    45.4";"    0.00";"     0.0";"     0.0";"    90.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    90.3";"     0.0";"     0.0";"     0.0";"    90.3";"     0.0";"     0.0";"     0.0"
"2463";"A050413";"1020930";"2021JJ00";"    90.5";"     0.0";"   381.3";"    66.5";"    47.0";"    0.00";"     0.0";"     0.0";"    90.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    90.5";"     0.0";"     0.0";"     0.0";"    90.5";"     0.0";"     0.0";"     0.0"
"2464";"A050413";"1020940";"2006JJ00";"    59.2";"     0.0";"   282.5";"       .";"       .";"    0.00";"       .";"       .";"    59.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2465";"A050413";"1020940";"2007JJ00";"    60.0";"     0.0";"   304.2";"       .";"       .";"    0.00";"       .";"       .";"    60.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2466";"A050413";"1020940";"2008JJ00";"    61.1";"     0.0";"   319.5";"       .";"       .";"    0.00";"       .";"       .";"    61.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2467";"A050413";"1020940";"2009JJ00";"    74.0";"     0.0";"   315.5";"       .";"       .";"    0.00";"       .";"       .";"    74.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2468";"A050413";"1020940";"2010JJ00";"    77.0";"     0.0";"   296.4";"       .";"       .";"    0.00";"       .";"       .";"    77.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2469";"A050413";"1020940";"2011JJ00";"    83.5";"     0.0";"   292.6";"    62.0";"    42.0";"    0.00";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0";"    83.5";"     0.0";"     0.0";"     0.0"
"2470";"A050413";"1020940";"2012JJ00";"    81.2";"     0.0";"   279.8";"    60.6";"    41.8";"    0.00";"     0.0";"     0.0";"    81.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    81.2";"     0.0";"     0.0";"     0.0";"    81.2";"     0.0";"     0.0";"     0.0"
"2471";"A050413";"1020940";"2013JJ00";"    81.3";"     0.0";"   254.5";"    61.5";"    42.1";"    0.00";"     0.0";"     0.0";"    81.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    81.3";"     0.0";"     0.0";"     0.0";"    81.3";"     0.0";"     0.0";"     0.0"
"2472";"A050413";"1020940";"2014JJ00";"    86.9";"     0.0";"   253.3";"    63.7";"    43.4";"    0.00";"     0.0";"     0.0";"    86.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    86.9";"     0.0";"     0.0";"     0.0";"    86.9";"     0.0";"     0.0";"     0.0"
"2473";"A050413";"1020940";"2015JJ00";"    94.9";"     0.0";"   259.3";"    64.6";"    44.0";"    0.00";"     0.0";"     0.0";"    94.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    94.9";"     0.0";"     0.0";"     0.0";"    94.9";"     0.0";"     0.0";"     0.0"
"2474";"A050413";"1020940";"2016JJ00";"    91.4";"     0.0";"   273.8";"    67.1";"    45.5";"    0.00";"     0.0";"     0.0";"    91.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    91.4";"     0.0";"     0.0";"     0.0";"    91.4";"     0.0";"     0.0";"     0.0"
"2475";"A050413";"1020940";"2017JJ00";"    91.1";"     0.0";"   293.3";"    69.6";"    46.5";"    0.00";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0"
"2476";"A050413";"1020940";"2018JJ00";"    91.7";"     0.0";"   318.3";"    71.6";"    47.7";"    0.00";"     0.0";"     0.0";"    91.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    91.7";"     0.0";"     0.0";"     0.0";"    91.7";"     0.0";"     0.0";"     0.0"
"2477";"A050413";"1020940";"2019JJ00";"    91.1";"     0.0";"   345.2";"    74.1";"    49.9";"    0.00";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0";"    91.1";"     0.0";"     0.0";"     0.0"
"2478";"A050413";"1020940";"2020JJ00";"    92.1";"     0.0";"   370.8";"    77.4";"    52.1";"    0.00";"     0.0";"     0.0";"    92.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    92.1";"     0.0";"     0.0";"     0.0";"    92.1";"     0.0";"     0.0";"     0.0"
"2479";"A050413";"1020940";"2021JJ00";"    88.8";"     0.0";"   412.6";"    81.1";"    54.4";"    0.00";"     0.0";"     0.0";"    88.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"    88.8";"     0.0";"     0.0";"     0.0";"    88.8";"     0.0";"     0.0";"     0.0"
"2480";"A050413";"1020950";"2006JJ00";"    68.8";"     0.0";"   307.3";"       .";"       .";"    0.00";"       .";"       .";"    68.8";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2481";"A050413";"1020950";"2007JJ00";"    69.4";"     0.0";"   331.3";"       .";"       .";"    0.00";"       .";"       .";"    69.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2482";"A050413";"1020950";"2008JJ00";"    71.2";"     0.0";"   348.1";"       .";"       .";"    0.00";"       .";"       .";"    71.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2483";"A050413";"1020950";"2009JJ00";"    86.7";"     0.0";"   345.0";"       .";"       .";"    0.00";"       .";"       .";"    86.7";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"2484";"A050413";"1020950";"2010JJ00";"    86.9";"     0.0";"   324.6";"       .";"       .";"    0.00";"       .";"       .";"    86.9";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
